法人番号,会社名,都道府県,市区町村,番地,郵便番号,公式URL,ECサイトURL,業種判定
1140001070028,株式会社阪神新装,兵庫県,西宮市,六軒町１２番３号,6620874,https://www.hex-eng.co.jp/,,食品・飲料、健康・サプリ
1140001070052,阪神友愛食品株式会社,兵庫県,西宮市,鳴尾浜３丁目１０番地１,6638142,https://hanshin-yuai.co.jp/,,食品・飲料
1140001070069,株式会社ヒグチホーム,兵庫県,西宮市,小松北町２丁目８番５号,6638126,https://higuchi-home.com/,,アパレル・ファッション、健康・サプリ
1140001070085,日野屋インターナショナル株式会社,兵庫県,西宮市,新甲陽町１０番２１号,6620013,https://www.hinoya-kk.co.jp/about/,,食品・飲料、スポーツ・アウトドア、ペット・園芸
1140001070102,兵庫マイクロシステム株式会社,兵庫県,西宮市,西平町４番１２号,6620093,https://microsystem-sales.co.jp/,https://microsystem-sales.co.jp/,ペット・園芸
1140001070110,株式会社ヒューマン警備センター,兵庫県,西宮市,今在家町３番６号,6620972,https://www.humankeibi.co.jp/,https://www.humankeibi.co.jp/,ペット・園芸
1140001070119,株式会社ヒライトーヨー住器,兵庫県,西宮市,南甲子園２丁目２番６号,6638153,https://www.lixil-madolier.jp/5000279/,https://www.lixil-madolier.jp/5000279/,雑貨・インテリア
1140001070168,株式会社福徳ハウジング,兵庫県,西宮市,鳴尾町３丁目７番１号,6638184,https://www.fukutoku-estate.com/,,ペット・園芸
1140001070184,株式会社フジオカ,兵庫県,西宮市,鳴尾町５丁目７番１２号,6638184,https://fujioka.ltd/company_profile/,https://fujioka.ltd/company_profile/,食品・飲料、アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア
1140001070192,フジ建材工業株式会社,兵庫県,西宮市,産所町９番５号,6620978,https://www.fuji-kenzai.co.jp/profile/index.html,,雑貨・インテリア、ペット・園芸
1140001070201,藤澤造園土木株式会社,兵庫県,西宮市,甲子園口２丁目４番３１−２０６号,6638113,http://www.fujisawazoen.co.jp/,,ペット・園芸
1140001070226,双葉建装株式会社,兵庫県,西宮市,石刎町２番３５号−１０２,6620074,https://www.futabakensou.jp/,,食品・飲料
1140001070234,株式会社ブレイン,兵庫県,西宮市,西平町１７番８−２１２号,6620093,https://kk-brain.jp/,,健康・サプリ
1140001070242,古川建築株式会社,兵庫県,西宮市,今津山中町７番２１−１０２号,6638211,https://www.furukawa-kenchiku.com/,,食品・飲料、雑貨・インテリア
1140001070250,エル・パセオ住宅情報株式会社,兵庫県,西宮市,戸田町２番２１号,6620916,https://www.elpaseo.co.jp/,https://www.elpaseo.co.jp/,ペット・園芸
1140001070259,株式会社オベロン,兵庫県,西宮市,池田町４番２８号,6620911,https://oberonjp.co.jp/,https://oberonjp.co.jp/,スポーツ・アウトドア
1140001070341,ほづみ産業株式会社,兵庫県,西宮市,甲陽園西山町８番１３号,6620017,https://haifu.duskin-hozumi.com/profile.html,,食品・飲料、アパレル・ファッション、雑貨・インテリア、ペット・園芸、健康・サプリ
1140001070390,松浦プラスチック株式会社,兵庫県,西宮市,西宮浜１丁目２２番地,6620934,http://www.matsuura-c.com/page2.html?id=6,,コスメ・美容
1140001070408,松本産業株式会社,兵庫県,西宮市,門戸荘７番１５号フラセ上田３階,6620825,http://www.matsumoto-sangyo.co.jp/,,健康・サプリ
1140001070416,株式会社松屋チエーン,兵庫県,西宮市,六湛寺町２番２−２３０４号,6620918,https://www.matsuyafoods.co.jp/matsuya/,https://www.matsuyafoods.co.jp/matsuya/,食品・飲料、雑貨・インテリア
1140001070449,株式会社丸谷園,兵庫県,西宮市,城ケ堀町４番７号,6620856,https://www.maruyamaen-honten.co.jp/,https://www.maruyamaen-honten.co.jp/,食品・飲料、雑貨・インテリア
1140001070481,株式会社三砂組,兵庫県,西宮市,甲子園春風町７番３号,6638161,https://www.kensetumap.com/company/383752/profile.php,,食品・飲料、雑貨・インテリア
1140001070507,株式会社ミヤケ電子,兵庫県,西宮市,今津水波町９番１７号,6638215,https://www.miyake-elec.com/,,アパレル・ファッション
1140001070523,武庫食品株式会社,兵庫県,西宮市,今津社前町２番１６号,6638229,https://cnavi.g-search.or.jp/detail/1140001070523.html,,食品・飲料
1140001070548,明美興業株式会社,兵庫県,西宮市,神楽町６１番地,6620977,https://meibi.co.jp/,,ペット・園芸
1140001070572,株式会社モンブラン商事,兵庫県,西宮市,弓場町１番２号,6620964,https://www.scmb.co.jp/,,食品・飲料、アパレル・ファッション
1140001070622,山崎電機産業株式会社,兵庫県,西宮市,熊野町４番２８号,6638103,https://www.yesi.co.jp/,,食品・飲料
1140001070639,やまに青果株式会社,兵庫県,西宮市,池田町６番１７号,6620911,https://houjin.goo.to/corporations/1140001070639/url,,アパレル・ファッション
1140001070721,株式会社ヨモサン,兵庫県,西宮市,越水町１１番８号,6620864,https://www.yosun-jp.com/home/,https://www.yosun-jp.com/home/,食品・飲料
1140001070746,和光地所株式会社,兵庫県,西宮市,津門住江町６番７号,6638234,https://www.wako-j.co.jp/,,アパレル・ファッション、雑貨・インテリア、ペット・園芸
1140001070762,株式会社和田組,兵庫県,西宮市,山口町上山口５８３番地,6511421,https://www.wadagumi.com/,,ペット・園芸、健康・サプリ
1140001070787,理研事務機株式会社,兵庫県,西宮市,枝川町５番１６−８０１号,6638143,https://riken-j.co.jp/,https://riken-j.co.jp/,雑貨・インテリア
1140001070795,株式会社リタック,兵庫県,西宮市,山口町名来１丁目１８番１１号,6511411,https://ritax.jp/company/,,食品・飲料
1140001070804,株式会社隆盛ゼミナール,兵庫県,西宮市,甲風園１丁目５番５号,6620832,https://www.ryuuseiseminar.co.jp/,,食品・飲料
1140001070812,株式会社ル・コンテ,兵庫県,西宮市,山口町船坂字北谷２１６番地,6511423,https://laconte.jp/,,アパレル・ファッション、ペット・園芸
1140001070820,株式会社レックス,兵庫県,西宮市,西宮浜３丁目２９番,6620934,https://www.lex-inc.com/,,健康・サプリ
1140001070837,六甲紙工株式会社,兵庫県,西宮市,甲陽園目神山町１４番１号,6620011,https://ws2.ykkrokko.co.jp/,,食品・飲料、ペット・園芸
1140001070911,ハルコミュニケーションズ株式会社,兵庫県,西宮市,産所町１５番６号,6620978,https://halcom.co.jp/,,スポーツ・アウトドア
1140001070944,株式会社プロテクト技研,兵庫県,西宮市,津門大箇町２番２３号,6638243,https://saiyo.page/646534,,食品・飲料
1140001070969,株式会社セグロ,兵庫県,西宮市,石在町１９番２−４０３号,6620928,https://www.seguro.co.jp/,,食品・飲料、スポーツ・アウトドア
1140001070977,株式会社ウーノ,兵庫県,西宮市,津門西口町１番１４号,6638231,https://www.uno-w.com/,,アパレル・ファッション
1140001070993,インプット株式会社,兵庫県,西宮市,能登町６番１８号,6620838,https://www.input.co.jp/,,食品・飲料、アパレル・ファッション
1140001071001,株式会社ラルース,兵庫県,西宮市,久出ケ谷町１０番３８号,6620077,https://la-luz.co.jp/,https://la-luz.co.jp/,食品・飲料、アパレル・ファッション、コスメ・美容、雑貨・インテリア、ペット・園芸
1140001071034,ベルハウジング株式会社,兵庫県,西宮市,津門呉羽町１番３０号,6638245,https://bell-h.jp/,https://bell-h.jp/,食品・飲料、ペット・園芸、健康・サプリ
1140001071075,株式会社メイ・マリマリ,兵庫県,西宮市,二見町６番１３号,6638111,https://www.marriagetoxin-anime.com/,,食品・飲料、アパレル・ファッション、ペット・園芸
1140001071083,株式会社ドクターウィル,兵庫県,西宮市,南越木岩町１０番２５号,6620075,https://www.dr-wellness.co.jp/company/,https://www.dr-wellness.co.jp/company/,食品・飲料、コスメ・美容、健康・サプリ
1140001071091,西北都市開発株式会社,兵庫県,西宮市,山口町下山口１丁目７番３号,6511412,https://www.kanden-rd.co.jp/,,食品・飲料
1140001071133,アクティブライフ株式会社,兵庫県,西宮市,神垣町３番２０−４０１号,6620865,https://www.activelife.co.jp/,,ペット・園芸、健康・サプリ
1140001071158,豊源商会株式会社,兵庫県,西宮市,松風町４番１５−３０２号,6620073,http://www.toyogen.com/bc.html,,食品・飲料、雑貨・インテリア、ペット・園芸
1140001071166,株式会社ビッグスタッフ,兵庫県,西宮市,六湛寺町１番８−２０２号,6620918,http://big-staff.com/,,雑貨・インテリア、ペット・園芸
1140001071182,株式会社ハウスギャラリー,兵庫県,西宮市,産所町１５番１２号,6620978,https://www.house-g.jp/,https://www.house-g.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001071190,株式会社オクト,兵庫県,西宮市,甲風園１丁目９番８号,6620832,https://octy.co.jp/,https://octy.co.jp/,ペット・園芸
1140001071216,株式会社アドテック,兵庫県,西宮市,上甲東園２丁目１７番２７−２０７号,6620813,https://www.adtec.co.jp/,https://www.adtec.co.jp/,食品・飲料、アパレル・ファッション
1140001071249,株式会社長井グリーン,兵庫県,西宮市,与古道町４番１８号,6620917,https://www.nagaileben.co.jp/,https://www.nagaileben.co.jp/,アパレル・ファッション
1140001071298,株式会社ケーエッチシー和宏,兵庫県,西宮市,山口町下山口字廿井１１０番１号,6511412,http://www.khc-wako.co.jp/,,ペット・園芸
1140001071579,株式会社つばさ,兵庫県,西宮市,六湛寺町１番１１号,6620918,https://tsubasa-corp.jp/,https://tsubasa-corp.jp/,食品・飲料、雑貨・インテリア、ペット・園芸
1140001071587,株式会社エイブリー,兵庫県,西宮市,南昭和町１０番２５号,6620834,https://ably.co.jp/,https://ably.co.jp/,食品・飲料、アパレル・ファッション、コスメ・美容、ペット・園芸、健康・サプリ
1140001071653,株式会社ＰＩＣ,兵庫県,西宮市,北名次町１番２３−１０２号,6620025,https://pic-c.co.jp/,https://pic-c.co.jp/,食品・飲料、ペット・園芸
1140001071678,株式会社水廉洞,兵庫県,西宮市,甲陽園西山町１４番４５号,6620017,https://www.ishigaki-cave.com/,https://www.ishigaki-cave.com/,食品・飲料、雑貨・インテリア、ペット・園芸
1140001071694,フューチャー・フォーラム株式会社,兵庫県,西宮市,池田町１２番３３−２１０８号,6620911,https://www.future.co.jp/,,雑貨・インテリア、スポーツ・アウトドア、健康・サプリ
1140001071703,キノエネ工務店株式会社,兵庫県,西宮市,甲子園三保町５番１４号,6638163,https://hugkumi-life.jp/detail/index.php?id=4221,,雑貨・インテリア
1140001071769,グラボテック株式会社,兵庫県,西宮市,高畑町１番２５号,6638202,https://www.gravotech.co.jp/,https://www.gravotech.co.jp/,アパレル・ファッション、雑貨・インテリア
1140001071851,株式会社エフサイト,兵庫県,西宮市,高座１−４,6620000,http://f-toys.net/,http://f-toys.net/,雑貨・インテリア
1140001071876,株式会社山本貢資商店,兵庫県,西宮市,山口町阪神流通センター１丁目１０７番地１,6511431,https://www.yamamotokoujishouten.co.jp/,https://www.yamamotokoujishouten.co.jp/,食品・飲料
1140001071950,株式会社スキャット,兵庫県,西宮市,名塩さくら台４丁目７番地２,6691146,https://www.scat.inc/,,コスメ・美容
1140001071975,株式会社無添加住宅,兵庫県,西宮市,下大市西町３番２４号,6638005,https://www.mutenkahouse.co.jp/,https://www.mutenkahouse.co.jp/,食品・飲料、健康・サプリ
1140001071983,株式会社月光舎,兵庫県,西宮市,甲陽園東山町９番１９号,6620012,https://gekkoso.co.jp/,https://gekkoso.co.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001072049,ラボリス株式会社,兵庫県,西宮市,桜町１番５０号,6620071,https://laboris.co.jp/,,アパレル・ファッション
1140001072057,株式会社ＭＡＰ人財企画,兵庫県,西宮市,和上町５番９号西宮ビル,6620971,https://www.zinzai-kikaku.jp/,,ペット・園芸
1140001072107,ジャパンアソシエイツ株式会社,兵庫県,西宮市,西宮浜３丁目２６番地,6620934,https://www.japan-inc.com/,,食品・飲料、ペット・園芸
1140001072172,本田産業株式会社,兵庫県,西宮市,相生町８番７号,6620063,https://hondasangyo-c.jp/,,食品・飲料
1140001072239,大山サッシ工業株式会社,兵庫県,西宮市,浜甲子園１丁目１番４号,6638154,https://www.kensetumap.com/company/385512/,,雑貨・インテリア
1140001072247,株式会社トラスト・コム,兵庫県,西宮市,新甲陽町５番１９−５０８号,6620013,https://www.trustcom.co.jp/,https://www.trustcom.co.jp/,雑貨・インテリア
1140001072288,アカネットワーク株式会社,兵庫県,西宮市,甲子園九番町１１番２３−１１２２号,6638179,https://www.acnetwork.co.jp/,,食品・飲料
1140001072305,株式会社全国介護タクシー協会,兵庫県,西宮市,津門稲荷町１１番８号,6638247,http://www.next-nishinomiya.info/lifestyle/kaigotaxi.html,,食品・飲料、コスメ・美容、健康・サプリ
1140001072321,株式会社にしなが家,兵庫県,西宮市,山口町下山口４丁目２１番１０号,6511412,https://www.nishiya.co.jp/,https://www.nishiya.co.jp/,ペット・園芸
1140001072346,株式会社シエンノーチェス,兵庫県,西宮市,浜甲子園２丁目１７番２８号,6638154,https://www.cns.co.jp/,,健康・サプリ
1140001072362,株式会社千里ケイズ,兵庫県,西宮市,宝生ケ丘１丁目１５番１３号,6691112,https://data-link-plus.com/jp/corporation/1140001072362,,アパレル・ファッション
1140001072420,株式会社フェアデザイン,兵庫県,西宮市,松並町１番３０号,6638102,https://www.fairtrade.net/jp-jp.html,https://www.fairtrade.net/jp-jp.html,食品・飲料
1140001072461,株式会社光商会,兵庫県,西宮市,西宮浜４丁目４番１−１３０８号,6620934,http://www.hkr-s.co.jp/,http://www.hkr-s.co.jp/,食品・飲料
1140001072478,株式会社ＡＬＩＶＥ,兵庫県,西宮市,鳴尾町２丁目１８番５号,6638184,https://www.alive-cmc.jp/,https://www.alive-cmc.jp/,アパレル・ファッション、雑貨・インテリア、ペット・園芸
1140001072503,株式会社アマン,兵庫県,西宮市,北六甲台５丁目１３番５号,6511413,https://www.aman.ne.jp/,https://www.aman.ne.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア
1140001072511,株式会社ネオテック・プランナー,兵庫県,西宮市,樋ノ口町１丁目１０番９号,6638011,http://www.neo-t.co.jp/product.html,,食品・飲料
1140001072552,株式会社プルミエール,兵庫県,西宮市,新甲陽町８番１６号,6620013,https://premiere-7.com/,https://premiere-7.com/,食品・飲料、雑貨・インテリア、ペット・園芸
1140001072577,エルビー株式会社,兵庫県,西宮市,戸田町６番１号,6620916,https://www.elbee.jp/,https://www.elbee.jp/,食品・飲料、コスメ・美容、健康・サプリ
1140001072643,株式会社ビートデザイン,兵庫県,西宮市,浜甲子園４丁目１番２４−１０３号,6638154,https://beat-brand-design.co.jp/,,コスメ・美容、健康・サプリ
1140001072692,フォレスト株式会社,兵庫県,西宮市,高須町２丁目１番３０−１１０８号,6638141,https://forest-inc.jp/,https://forest-inc.jp/,アパレル・ファッション、スポーツ・アウトドア、ペット・園芸
1140001072718,株式会社坪内コーポレーション,兵庫県,西宮市,鳴尾町４丁目１２番２８−４０２号,6638184,https://www.t-tsubouchi.co.jp/,,コスメ・美容
1140001072734,参光商事株式会社,兵庫県,西宮市,甲陽園目神山町２番３０号,6620011,https://shinko-sj.co.jp/,https://shinko-sj.co.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001072750,株式会社ワイズコーポレーション,兵庫県,西宮市,樋之池町２２番３２号,6620084,https://ys-corp.jp/,,食品・飲料、アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア
1140001072759,株式会社チャップ,兵庫県,西宮市,大屋町１２−２３,6638106,https://chapup.jp/,https://chapup.jp/,食品・飲料、アパレル・ファッション、コスメ・美容、雑貨・インテリア、スポーツ・アウトドア、ペット・園芸、健康・サプリ
1140001072809,株式会社Ｓｍｉｌｅ　Ｋ,兵庫県,西宮市,浜町６番１９号,6620942,https://smilek.co.jp/,,ペット・園芸
1140001072825,株式会社ＳＱＯＬＳ,兵庫県,西宮市,能登町４番３号,6620838,https://www.seals-japan.co.jp/,,ペット・園芸
1140001072841,株式会社ＴＮＳ,兵庫県,西宮市,段上町４丁目１番４３−６０２号,6638006,http://www.tns-it.jp/,,ペット・園芸、健康・サプリ
1140001072858,株式会社木村工業,兵庫県,西宮市,屋敷町２０番１３号,6620963,https://kimura-kougyou.com/,,食品・飲料、コスメ・美容
1140001072924,株式会社ベストプラン,兵庫県,西宮市,津門呉羽町２番９−１０２号,6638245,https://bespla.co.jp/,,ペット・園芸、健康・サプリ
1140001072932,株式会社アークムーン,兵庫県,西宮市,甲陽園若江町１番３５−４０５号,6620016,https://www.aquamoonsystems.co.jp/,,健康・サプリ
1140001072949,南甲ビジネスサービス株式会社,兵庫県,西宮市,南甲子園２丁目８番１５号,6638153,https://data-link-plus.com/jp/corporation/1140001072949,,アパレル・ファッション
1140001072965,株式会社レックス,兵庫県,西宮市,生瀬町２丁目２３番１６号,6691102,https://www.lex-inc.com/,,健康・サプリ
1140001072973,株式会社オー・シー・アール・インターナショナル,兵庫県,西宮市,北名次町１０番１２号,6620025,https://www.occard.jp/,https://www.occard.jp/,雑貨・インテリア、健康・サプリ
1140001072998,株式会社ロマージュ,兵庫県,西宮市,郷免町１番２５号,6620965,https://www.romage.net/,,アパレル・ファッション、スポーツ・アウトドア
1140001073022,株式会社ＳＡＫＵＲＡ,兵庫県,西宮市,西宮浜４丁目１２番３−４０５号,6620934,https://www.craypas.co.jp/,https://www.craypas.co.jp/,食品・飲料、コスメ・美容、雑貨・インテリア、スポーツ・アウトドア
1140001073039,株式会社ＴＷ,兵庫県,西宮市,甲子園口２丁目５番１３号,6638113,https://tw-dx.com/,,アパレル・ファッション、ペット・園芸
1140001073055,株式会社よし兆本店,兵庫県,西宮市,松原町５番２４号,6620912,https://www.kitchoan.co.jp/,https://www.kitchoan.co.jp/,食品・飲料、雑貨・インテリア、ペット・園芸
1140001073105,株式会社イワネ,兵庫県,西宮市,鳴尾町５丁目４番３８号,6638184,https://www.iwaya.co.jp/,https://www.iwaya.co.jp/,雑貨・インテリア、ペット・園芸
1140001073113,株式会社ＹＴＪ,兵庫県,西宮市,南昭和町１番３号１階,6620834,https://www.ytj.inc/,,食品・飲料、健康・サプリ
1140001073121,株式会社サン．ウインド,兵庫県,西宮市,一里山町５番８−４０３号,6638002,https://www.sun-wind.jp/,,食品・飲料、雑貨・インテリア、ペット・園芸
1140001073162,建築・コストプランナーズ株式会社,兵庫県,西宮市,上田中町１４番３４号,6638134,https://kpkp.co.jp/company/,,雑貨・インテリア、健康・サプリ
1140001073179,株式会社和総研,兵庫県,西宮市,段上町６丁目１５番１２−１０３号,6638006,https://www.dir.co.jp/,,食品・飲料
1140001073187,株式会社九枚笹本舗,兵庫県,西宮市,高松町３番３−１２０４号,6638204,https://data-link-plus.com/jp/corporation/1140001073187,,アパレル・ファッション、ペット・園芸
1140001073220,株式会社Ｒａｄｉｃａｌ,兵庫県,西宮市,甲子園浦風町１９−４萬成ビル１０２号,6638165,https://radical.co.jp/,https://radical.co.jp/,アパレル・ファッション、雑貨・インテリア
1140001073237,株式会社アクアナ,兵庫県,西宮市,上田西町１番２号,6638135,https://www.anaqua.com/ja/,https://www.anaqua.com/ja/,アパレル・ファッション
1140001073253,株式会社エムティ,兵庫県,西宮市,甲子園七番町１４番２３−３０４号,6638177,https://www.mti.co.jp/,,健康・サプリ
1140001073286,日本抗加齢研究所株式会社,兵庫県,西宮市,雲井町３番１３号,6620064,https://www.anti-aging.gr.jp/,https://www.anti-aging.gr.jp/,健康・サプリ
1140001073336,株式会社アローセレモニー,兵庫県,西宮市,六湛寺町２番１−１１０号,6620918,https://arrow-ceremony.com/,,ペット・園芸
1140001073344,エビス工業株式会社,兵庫県,西宮市,池田町２番１３号,6620911,https://www.ebisu-grp.co.jp/,https://www.ebisu-grp.co.jp/,雑貨・インテリア
1140001073352,株式会社ＶｅＶｅ,兵庫県,西宮市,丸橋町８番６８−５０１号,6620831,https://www.veve.me/collectibles/ja,,雑貨・インテリア
1140001073369,株式会社プラネット,兵庫県,西宮市,泉町１番２−９０３号,6620932,https://www.planet-van.co.jp/,https://www.planet-van.co.jp/,食品・飲料、コスメ・美容、ペット・園芸
1140001073402,株式会社ハイジ,兵庫県,西宮市,樋之池町１０番５号,6620084,https://www.heidi-corp.jp/,,食品・飲料、アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア
1140001073427,株式会社フィールド,兵庫県,西宮市,甲子園浦風町１番２３号,6638165,https://www.fieldcorp.jp/,,食品・飲料、雑貨・インテリア
1140001073451,株式会社ケイ・サーベイ,兵庫県,西宮市,上甲子園１丁目１番２２号,6638114,https://tsuruya.net/,https://tsuruya.net/,スポーツ・アウトドア、ペット・園芸
1140001073526,株式会社アンダンテ,兵庫県,西宮市,久保町１４番１号,6620927,https://an-dan.com/,,食品・飲料、アパレル・ファッション、雑貨・インテリア
1140001073542,株式会社エムテック,兵庫県,西宮市,上甲子園３丁目３番１３号,6638114,https://www.mtec.ne.jp/,,アパレル・ファッション
1140001073559,グローバルクルー株式会社,兵庫県,西宮市,越水町２−１２,6620864,https://gl-crew.co.jp/company/,,食品・飲料
1140001073575,芝田産業株式会社,兵庫県,西宮市,門戸岡田町２番３９号,6620826,http://shibata-3r.co.jp/,,食品・飲料
1140001073625,株式会社片岡,兵庫県,西宮市,上甲子園４丁目１１番３３号,6638114,https://kk-kataoka.co.jp/,https://kk-kataoka.co.jp/,健康・サプリ
1140001073666,株式会社啓太郎,兵庫県,西宮市,津門稲荷町１３番２号,6638247,https://prtimes.jp/main/html/rd/p/000000002.000172768.html,,アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア
1140001073674,春海不動産株式会社,兵庫県,西宮市,松ケ丘町６番１２号,6620061,https://houjin.goo.to/corporations/1140001073674/url,,アパレル・ファッション
1140001073682,株式会社アイティーウイングス,兵庫県,西宮市,甲子園一番町１１番２２号,6638171,https://aiwings.com/,,雑貨・インテリア
1140001073690,株式会社トランスマーカー,兵庫県,西宮市,西宮浜４丁目１０番１−９０５号,6620934,https://trans-marke.com/,,ペット・園芸
1140001073716,株式会社Ｆ．Ｏ．Ｄコーポレーション,兵庫県,西宮市,高松町１０番４号,6638204,https://fudo-corp.jp/company/,,食品・飲料
1140001073740,ファイヤーズ株式会社,兵庫県,西宮市,甲子園町３番２号１０１,6638152,http://www.fires.co.jp/,,スポーツ・アウトドア
1140001073798,株式会社樽商,兵庫県,西宮市,今津山中町６番２６号,6638211,https://www.tarche.jp/,https://www.tarche.jp/,食品・飲料
1140001073807,ゼネラルエキスプレス株式会社,兵庫県,西宮市,上ケ原四番町２番２７号,6620894,https://www.generalww.com/jp/,https://www.generalww.com/jp/,アパレル・ファッション、雑貨・インテリア
1140001073815,株式会社フォルテックス,兵庫県,西宮市,鳴尾町３丁目１番１８号,6638184,https://fortex-inc.co.jp/,,アパレル・ファッション
1140001073848,株式会社エム建築設計事務所,兵庫県,西宮市,小松南町２丁目３番３号,6638124,https://mkenchiku.co.jp/,https://mkenchiku.co.jp/,ペット・園芸
1140001073864,株式会社ウインテック,兵庫県,西宮市,山口町下山口５丁目１５番５号,6511412,http://www.sei-wintec.com/,http://www.sei-wintec.com/,スポーツ・アウトドア
1140001073872,株式会社未来絵,兵庫県,西宮市,笠屋町１０番２７号,6638136,https://milaie.com/,,コスメ・美容
1140001073906,株式会社あおば,兵庫県,西宮市,鳴尾町２丁目２１番２０号,6638184,http://www.aoba-corp.jp/,,食品・飲料、スポーツ・アウトドア、健康・サプリ
1140001073922,无空株式会社,兵庫県,西宮市,六軒町１０番２０−５０３号,6620874,https://mukuuu.co.jp/,,ペット・園芸
1140001073930,株式会社アイエスディ,兵庫県,西宮市,高須町１丁目１番１１−１００９号,6638141,https://isd-net.co.jp/,,アパレル・ファッション、健康・サプリ
1140001073947,ＷＡＩＯＬＩ株式会社,兵庫県,西宮市,馬場町６番１号,6620915,https://www.waioli.co.jp/,,アパレル・ファッション
1140001073955,株式会社マネジメント・サポート,兵庫県,西宮市,両度町５番２７−９０４号,6620841,https://www.ma-support.co.jp/,,健康・サプリ
1140001073963,株式会社鈴与カーゴサービス西日本,兵庫県,西宮市,西宮浜１丁目２番地,6620934,https://www.suzuyo-scs.co.jp/base/26332/,https://www.suzuyo-scs.co.jp/base/26332/,食品・飲料、コスメ・美容、雑貨・インテリア
1140001073971,Ｒｔ相続・贈与コンサルティング株式会社,兵庫県,西宮市,戸田町１番２０号ホワイトビル西宮,6620916,https://companyinformation.jp/corp/1140001073971/,,食品・飲料
1140001073988,株式会社貢喜,兵庫県,西宮市,浜松原町１番２８号,6620923,https://kou-ki.jp/,,アパレル・ファッション
1140001074012,株式会社クロスウェーブ,兵庫県,西宮市,古川町２番２５−１００６号,6638185,https://cross-web.co.jp/,,食品・飲料、スポーツ・アウトドア、健康・サプリ
1140001074020,株式会社ＭＭクリエイト,兵庫県,西宮市,南越木岩町１０番３号,6620075,https://mmcrco.co.jp/company/,,食品・飲料、雑貨・インテリア
1140001074037,株式会社ウィング,兵庫県,西宮市,宮前町４−５,6620947,https://weing.co.jp/,,食品・飲料、ペット・園芸
1140001074078,株式会社リ・クラ,兵庫県,西宮市,大谷町１１番２３−４０１号,6620054,https://reqlus.jp/,https://reqlus.jp/,食品・飲料、アパレル・ファッション、雑貨・インテリア、健康・サプリ
1140001074111,ローウェル通信システム株式会社,兵庫県,西宮市,羽衣町５番１７−２０１号,6620051,https://www.metals.proterial.com/,,健康・サプリ
1140001074128,株式会社インフィニティー,兵庫県,西宮市,甲子園口６丁目１６番２２号,6638113,https://infinityhair-group.com/,,コスメ・美容
1140001074136,株式会社Ｖ＆Ａ　Ｊａｐａｎ,兵庫県,西宮市,弓場町９番３号,6620964,https://vajapan.jp/,,食品・飲料
1140001074169,サイメン株式会社,兵庫県,西宮市,甲子園口北町２５番１５号,6638112,https://www.siemens.com/ja-jp/,https://www.siemens.com/ja-jp/,食品・飲料、アパレル・ファッション、ペット・園芸
1140001074177,株式会社ユーサポートデスク,兵庫県,西宮市,戸田町６番１号,6620916,https://ubsupport.co.jp/,,ペット・園芸
1140001074185,株式会社ＭＡＳＴＥＲ’Ｓ,兵庫県,西宮市,里中町１丁目８番１５号,6638183,https://www.masters.co.jp/,,健康・サプリ
1140001074210,株式会社甲陽テクノ,兵庫県,西宮市,甲陽園本庄町５番２６号スリーゼ甲陽園１０１号,6620015,http://www.koyo-k.jp/,http://www.koyo-k.jp/,コスメ・美容
1140001074243,株式会社エコスタイル,兵庫県,西宮市,甲子園口６丁目１６番１８号,6638113,https://www.eco-st.co.jp/,,食品・飲料、ペット・園芸
1140001074251,株式会社Ｗｏｎｄｅｒｗａｌｌｓ,兵庫県,西宮市,鷲林寺南町２４番６号,6620002,https://wonderwalls.co.jp/,,雑貨・インテリア
1140001074292,株式会社イデア,兵庫県,西宮市,若山町８番３５−４０７号,6638016,https://www.ideaco-web.com/,https://www.ideaco-web.com/,雑貨・インテリア
1140001074326,株式会社アイル,兵庫県,西宮市,甲子園口２丁目２７番１０号,6638113,https://www.ill.co.jp/,https://www.ill.co.jp/,アパレル・ファッション、雑貨・インテリア、ペット・園芸
1140001074350,株式会社フロンティア・マネジメント,兵庫県,西宮市,櫨塚町３番４号,6620854,https://www.frontier-mgmt.com/,,アパレル・ファッション
1140001074359,株式会社ファイブカンパニー,兵庫県,西宮市,苦楽園一番町２番６２号,6620083,https://five-group.co.jp/,,食品・飲料
1140001074383,株式会社Ｖｉｓｉｏｎ,兵庫県,西宮市,神垣町４番２１−２０５号,6620865,https://vision-group.co.jp/,,アパレル・ファッション、雑貨・インテリア、スポーツ・アウトドア、健康・サプリ
1140001074391,アーテックサーキュレーション株式会社,兵庫県,西宮市,門前町２−３１−２０９,6638013,https://www.artec-kk.co.jp/,,食品・飲料、アパレル・ファッション
1140001074409,株式会社パピルスサービス,兵庫県,西宮市,山口町阪神流通センター１丁目２１,6511431,https://papyrus1124.com/,,食品・飲料、雑貨・インテリア、ペット・園芸、健康・サプリ
